,0,1
0,0_1000_without_mask.png,0
1,0_1001_without_mask.png,0
2,0_1002_with_mask.png,1
3,0_1004_with_mask.png,1
4,0_1006_without_mask.png,0
5,0_1008_without_mask.png,0
6,0_1009_with_mask.png,1
7,0_100_with_mask.png,1
8,0_1011_without_mask.png,0
9,0_1013_with_mask.png,1
10,0_1014_without_mask.png,0
11,0_1015_with_mask.png,1
12,0_1016_without_mask.png,0
13,0_1017_without_mask.png,0
14,0_1017_with_mask.png,1
15,0_1020_without_mask.png,0
16,0_1020_with_mask.png,1
17,0_1021_without_mask.png,0
18,0_1021_with_mask.png,1
19,0_1026_without_mask.png,0
20,0_1027_with_mask.png,1
21,0_1028_with_mask.png,1
22,0_102_without_mask.png,0
23,0_1034_with_mask.png,1
24,0_1035_with_mask.png,1
25,0_1036_without_mask.png,0
26,0_1037_without_mask.png,0
27,0_1037_with_mask.png,1
28,0_1039_without_mask.png,0
29,0_1048_without_mask.png,0
30,0_1051_without_mask.png,0
31,0_1052_with_mask.png,1
32,0_1053_with_mask.png,1
33,0_1055_without_mask.png,0
34,0_1057_without_mask.png,0
35,0_1059_without_mask.png,0
36,0_1059_with_mask.png,1
37,0_105_with_mask.png,1
38,0_1062_without_mask.png,0
39,0_1063_with_mask.png,1
40,0_1064_with_mask.png,1
41,0_1065_with_mask.png,1
42,0_1066_without_mask.png,0
43,0_1067_without_mask.png,0
44,0_1068_without_mask.png,0
45,0_1071_with_mask.png,1
46,0_1073_without_mask.png,0
47,0_1076_without_mask.png,0
48,0_1077_without_mask.png,0
49,0_1077_with_mask.png,1
50,0_1078_with_mask.png,1
51,0_1079_without_mask.png,0
52,0_1079_with_mask.png,1
53,0_107_with_mask.png,1
54,0_1080_without_mask.png,0
55,0_1080_with_mask.png,1
56,0_1081_without_mask.png,0
57,0_1082_with_mask.png,1
58,0_1084_without_mask.png,0
59,0_1088_with_mask.png,1
60,0_1089_without_mask.png,0
61,0_108_with_mask.png,1
62,0_1091_with_mask.png,1
63,0_1092_with_mask.png,1
64,0_1094_without_mask.png,0
65,0_1096_without_mask.png,0
66,0_109_with_mask.png,1
67,0_1100_without_mask.png,0
68,0_1101_with_mask.png,1
69,0_1102_without_mask.png,0
70,0_1102_with_mask.png,1
71,0_1104_with_mask.png,1
72,0_1105_without_mask.png,0
73,0_1106_with_mask.png,1
74,0_1107_without_mask.png,0
75,0_1109_without_mask.png,0
76,0_110_without_mask.png,0
77,0_1112_without_mask.png,0
78,0_1113_without_mask.png,0
79,0_111_with_mask.png,1
80,0_1120_without_mask.png,0
81,0_1122_with_mask.png,1
82,0_1123_with_mask.png,1
83,0_1124_without_mask.png,0
84,0_1125_without_mask.png,0
85,0_1126_with_mask.png,1
86,0_1129_with_mask.png,1
87,0_112_with_mask.png,1
88,0_1130_without_mask.png,0
89,0_1131_without_mask.png,0
90,0_1131_with_mask.png,1
91,0_1132_without_mask.png,0
92,0_1134_with_mask.png,1
93,0_1136_with_mask.png,1
94,0_1137_without_mask.png,0
95,0_1137_with_mask.png,1
96,0_1138_with_mask.png,1
97,0_113_without_mask.png,0
98,0_1140_without_mask.png,0
99,0_1142_without_mask.png,0
100,0_1142_with_mask.png,1
101,0_1143_without_mask.png,0
102,0_1149_with_mask.png,1
103,0_114_with_mask.png,1
104,0_1150_without_mask.png,0
105,0_1151_without_mask.png,0
106,0_1152_without_mask.png,0
107,0_1152_with_mask.png,1
108,0_1153_with_mask.png,1
109,0_1154_without_mask.png,0
110,0_1156_with_mask.png,1
111,0_1158_with_mask.png,1
112,0_1159_without_mask.png,0
113,0_1159_with_mask.png,1
114,0_115_with_mask.png,1
115,0_1160_without_mask.png,0
116,0_1160_with_mask.png,1
117,0_1161_without_mask.png,0
118,0_1164_without_mask.png,0
119,0_1166_without_mask.png,0
120,0_1166_with_mask.png,1
121,0_1167_without_mask.png,0
122,0_1167_with_mask.png,1
123,0_1168_without_mask.png,0
124,0_1169_without_mask.png,0
125,0_116_without_mask.png,0
126,0_1172_with_mask.png,1
127,0_1173_without_mask.png,0
128,0_1177_with_mask.png,1
129,0_1179_without_mask.png,0
130,0_1179_with_mask.png,1
131,0_117_with_mask.png,1
132,0_1180_without_mask.png,0
133,0_1181_without_mask.png,0
134,0_1182_without_mask.png,0
135,0_1182_with_mask.png,1
136,0_1185_without_mask.png,0
137,0_1187_without_mask.png,0
138,0_1188_with_mask.png,1
139,0_1189_with_mask.png,1
140,0_118_with_mask.png,1
141,0_1191_without_mask.png,0
142,0_1194_with_mask.png,1
143,0_1196_with_mask.png,1
144,0_1198_without_mask.png,0
145,0_1199_with_mask.png,1
146,0_119_with_mask.png,1
147,0_1201_with_mask.png,1
148,0_1202_with_mask.png,1
149,0_1203_without_mask.png,0
150,0_1203_with_mask.png,1
151,0_1206_without_mask.png,0
152,0_1206_with_mask.png,1
153,0_1208_with_mask.png,1
154,0_1209_with_mask.png,1
155,0_1210_with_mask.png,1
156,0_1213_with_mask.png,1
157,0_1214_without_mask.png,0
158,0_1214_with_mask.png,1
159,0_1215_without_mask.png,0
160,0_1217_without_mask.png,0
161,0_1218_with_mask.png,1
162,0_1219_with_mask.png,1
163,0_121_without_mask.png,0
164,0_121_with_mask.png,1
165,0_1220_without_mask.png,0
166,0_1220_with_mask.png,1
167,0_1222_with_mask.png,1
168,0_1224_without_mask.png,0
169,0_1225_without_mask.png,0
170,0_1228_without_mask.png,0
171,0_1229_without_mask.png,0
172,0_122_without_mask.png,0
173,0_1231_without_mask.png,0
174,0_1231_with_mask.png,1
175,0_1232_without_mask.png,0
176,0_1237_without_mask.png,0
177,0_1239_with_mask.png,1
178,0_1241_with_mask.png,1
179,0_1242_with_mask.png,1
180,0_1243_without_mask.png,0
181,0_1245_with_mask.png,1
182,0_1246_without_mask.png,0
183,0_1246_with_mask.png,1
184,0_1248_without_mask.png,0
185,0_1248_with_mask.png,1
186,0_124_without_mask.png,0
187,0_1251_without_mask.png,0
188,0_1252_without_mask.png,0
189,0_1254_with_mask.png,1
190,0_1255_without_mask.png,0
191,0_1257_without_mask.png,0
192,0_1258_without_mask.png,0
193,0_1259_without_mask.png,0
194,0_125_without_mask.png,0
195,0_125_with_mask.png,1
196,0_1260_without_mask.png,0
197,0_1265_without_mask.png,0
198,0_1265_with_mask.png,1
199,0_1266_without_mask.png,0
200,0_1269_with_mask.png,1
201,0_1273_without_mask.png,0
202,0_1277_without_mask.png,0
203,0_1277_with_mask.png,1
204,0_1278_with_mask.png,1
205,0_127_with_mask.png,1
206,0_1280_without_mask.png,0
207,0_1281_without_mask.png,0
208,0_1283_with_mask.png,1
209,0_1284_with_mask.png,1
210,0_1285_without_mask.png,0
211,0_1289_without_mask.png,0
212,0_128_without_mask.png,0
213,0_1290_with_mask.png,1
214,0_1291_with_mask.png,1
215,0_1292_with_mask.png,1
216,0_1293_with_mask.png,1
217,0_1295_without_mask.png,0
218,0_1300_without_mask.png,0
219,0_1302_without_mask.png,0
220,0_1307_without_mask.png,0
221,0_1307_with_mask.png,1
222,0_1308_with_mask.png,1
223,0_1309_with_mask.png,1
224,0_130_without_mask.png,0
225,0_130_with_mask.png,1
226,0_1312_without_mask.png,0
227,0_1315_with_mask.png,1
228,0_1316_without_mask.png,0
229,0_131_with_mask.png,1
230,0_1321_with_mask.png,1
231,0_1327_with_mask.png,1
232,0_1329_without_mask.png,0
233,0_1332_with_mask.png,1
234,0_1337_without_mask.png,0
235,0_1337_with_mask.png,1
236,0_133_without_mask.png,0
237,0_1340_without_mask.png,0
238,0_1340_with_mask.png,1
239,0_1346_without_mask.png,0
240,0_1347_with_mask.png,1
