,0,1
0,2_668_without_mask.png,0
1,object_cover0_168_without_mask.png,2
2,2168_with_mask.png,1
3,600_without_mask.png,0
4,0_675_without_mask.png,0
5,1629_with_mask.png,1
6,2200_with_mask.png,1
7,903_with_mask.png,1
8,1939_with_mask.png,1
9,913_with_mask.png,1
10,355_with_mask.png,1
11,2204_with_mask.png,1
12,2_1174_without_mask.png,0
13,2_354_without_mask.png,0
14,0_119_with_mask.png,1
15,2_1059_without_mask.png,0
16,1168_without_mask.png,0
17,0_1187_without_mask.png,0
18,2_2031_with_mask.png,1
19,845_with_mask.png,1
20,2_634_without_mask.png,0
21,229_with_mask.png,1
22,cv_take4_190_without_mask.png,2
23,1300_with_mask.png,1
24,132_without_mask.png,0
25,2_220_without_mask.png,0
26,0_2138_with_mask.png,1
27,0_2236_with_mask.png,1
28,2_1472_without_mask.png,0
29,108_with_mask.png,1
30,1519_without_mask.png,0
31,1138_without_mask.png,0
32,1656_without_mask.png,0
33,1325_without_mask.png,0
34,1807_without_mask.png,0
35,644_with_mask.png,1
36,0_379_with_mask.png,1
37,1_64_with_mask.png,1
38,2_253_without_mask.png,0
39,1238_without_mask.png,0
40,2_788_without_mask.png,0
41,2_182_without_mask.png,0
42,1329_with_mask.png,1
43,0_566_with_mask.png,1
44,0_1506_with_mask.png,1
45,2_989_without_mask.png,0
46,object_cover_308_0_without_mask.png,2
47,1043_with_mask.png,1
48,0_2092_with_mask.png,1
49,755_with_mask.png,1
50,1_638_without_mask.png,0
51,503_with_mask.png,1
52,0_1678_without_mask.png,0
53,1762_with_mask.png,1
54,2188_with_mask.png,1
55,6_without_mask.png,0
56,1922_without_mask.png,0
57,811_without_mask.png,0
58,0_2116_with_mask.png,1
59,914_without_mask.png,0
60,1674_with_mask.png,1
61,1785_without_mask.png,0
62,1661_with_mask.png,1
63,0_933_with_mask.png,1
64,0_329_with_mask.png,1
65,0_2269_with_mask.png,1
66,1667_without_mask.png,0
67,1414_with_mask.png,1
68,object_cover0_209_without_mask.png,2
69,258_with_mask.png,1
70,0_523_with_mask.png,1
71,0_20_with_mask.png,1
72,2132_with_mask.png,1
73,2_1823_without_mask.png,0
74,924_with_mask.png,1
75,0_2287_with_mask.png,1
76,0_1673_with_mask.png,1
77,1238_with_mask.png,1
78,0_1036_without_mask.png,0
79,37_with_mask.png,1
80,320_with_mask.png,1
81,0_612_without_mask.png,0
82,1271_with_mask.png,1
83,1_232_with_mask.png,1
84,2_1304_with_mask.png,1
85,496_without_mask.png,0
86,1345_without_mask.png,0
87,object_cover_354_0_without_mask.png,2
88,object_cover_361_0_without_mask.png,2
89,0_1713_without_mask.png,0
90,1871_without_mask.png,0
91,2_1749_with_mask.png,1
92,0_209_with_mask.png,1
93,object_cover_259_2_without_mask.png,2
94,2_1195_without_mask.png,0
95,object_cover0_371_without_mask.png,2
96,0_1255_without_mask.png,0
97,1520_with_mask.png,1
98,2106_with_mask.png,1
99,116_with_mask.png,1
100,1784_with_mask.png,1
101,894_with_mask.png,1
102,1712_with_mask.png,1
103,0_80_with_mask.png,1
104,object_cover_21_2_without_mask.png,2
105,289_with_mask.png,1
106,2_834_without_mask.png,0
107,1279_with_mask.png,1
108,1532_without_mask.png,0
109,0_756_with_mask.png,1
110,1691_with_mask.png,1
111,2_1524_with_mask.png,1
112,cv_take4_310_without_mask.png,2
113,773_with_mask.png,1
114,877_without_mask.png,0
115,2_707_with_mask.png,1
116,761_without_mask.png,0
117,2205_with_mask.png,1
